id;title;url;cover;rate
26356495;女狙击手;http://movie.douban.com/subject/26356495/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2235622548.jpg;7.2
22994771;封门诡影;http://movie.douban.com/subject/22994771/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2231793558.jpg;4.7
25767613;恋爱的味道;http://movie.douban.com/subject/25767613/;http://img4.douban.com/view/photo/photo/public/p2236913748.jpg;5.8
25824853;全力扣杀;http://movie.douban.com/subject/25824853/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2230362086.jpg;4.9
4845723;死亡录像4：启示录;http://movie.douban.com/subject/4845723/;http://img4.douban.com/lpic/s4567748.jpg;5.4
25892603;沼泽地;http://movie.douban.com/subject/25892603/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2193145198.jpg;7.4
25742242;深夜前的五分钟;http://movie.douban.com/subject/25742242/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2205357615.jpg;5.8
25856626;极秘搜查;http://movie.douban.com/subject/25856626/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2244117940.jpg;6.8
25790755;隐秘的诱惑;http://movie.douban.com/subject/25790755/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2239557503.jpg;5.7
24723061;魁拔Ⅲ战神崛起;http://movie.douban.com/subject/24723061/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2202613921.jpg;8.0
25834457;偷狗的完美方法;http://movie.douban.com/subject/25834457/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2214375972.jpg;7.3
